Cuisine,NumberOfReviews,Rating,RestaurantId
chinese,402,3.5,mOP2_wjgUMqELKDL1Y-U-A
chinese,9,2.5,iCjntZ9WI6Vl_onP_JqZPA
chinese,1,5.0,AvwJn8C7ux6U-15iFrEERg
chinese,51,3.5,VDbMrjBq-XAKZTS_cgB9_A
chinese,9,4.5,k_vsZU3Ba-fX0oXC-iO-GQ
chinese,124,4.0,oJjMYhA6z1_BVaQpSdyl8g
halal,34,3.5,RQic4NVDNhCwJRCK-Rgp0w
chinese,1,3.0,9EcqEGu_0POrIyOPJCC2Jw
chinese,69,3.0,cDs0M0149bygyS0TpB-xHA
chinese,9,3.5,iktFUkKDa7B7e10Lk80amw
chinese,7,3.5,woylrqH13UJgLHtZx49eIA
chinese,180,3.5,7T7L3GgX_rA88SlCfd0QBw
chinese,16,4.0,zZkplEhRoGcsDxPgXpxEdQ
chinese,162,3.0,dmX0ASRxBZJeMLFZ7WBK3g
chinese,104,3.5,75hwcHqtBI0x-Ej0OEklWA
chinese,246,3.0,Qwd4Tv-CqgO2Yl9zZgkKOQ
chinese,199,3.5,kyJ0CtJ2Lrid_YdZWobf7w
chinese,11,3.0,9jMek1KMCVXlRZJQWTCbxA
chinese,318,3.0,LwEzFDBX-nUHYHgAddfaxA
chinese,5,4.0,RcSeo18eVUXyaDUvDTSxcg
chinese,88,3.0,ItZ8CzZAGXGjB8_9HxDIXg
chinese,83,3.0,AeLz0uoZH3hxmkcXlwUIGg
chinese,39,4.0,kwGaeWUVC_MIxMFw0sM-Ww
chinese,124,3.5,UNyGz06_7RendbswIyNYtA
chinese,37,4.0,tsTGTBrz2TqrYRgdr6vEJQ
chinese,182,3.0,mpxgyGnJsomLOzKRsCK1TA
chinese,170,3.0,bSi2f2TaOr4RVTI5eFt0wQ
chinese,2,5.0,G6fxpE4WgMAKJZgooRAeMg
chinese,267,3.5,1dFOF1HPaThSCsdiqR7DrA
chinese,22,3.5,LqL-SEhj2m19dWBz0q-vqA
chinese,73,3.5,3ESDUFulPVoMJdsqPQGm0A
chinese,10,3.5,pok45lXRIUBfvNxqd0-gjA
chinese,10,4.5,_f6jjUliJY8IVrgkcgG_zw
chinese,389,3.5,7erFgHiQmw7ZJfVPmOjeeA
chinese,65,4.0,gJXNSJ9VXTuCFmp_Kl9TVQ
chinese,93,3.5,zb78ua-FlfFRj8v082giBw
chinese,309,3.5,2Bd36ac2PAjOvHFGX3e1dw
chinese,114,3.5,h0KwMWDU2I5jZhObfmN2Sg
chinese,52,4.0,5TnBfeoBpxPPwIXMGBMasg
japanese,30,3.5,vPbJRg5umcRMELTDsJik_A
chinese,60,2.0,vAlfZ1NitNxyhJlxmHoTyg
chinese,6,4.5,3xopDG55pZ6Z6UUAcGfxhw
chinese,744,3.5,1Duix1fA6zcJGdYAmBPkmw
chinese,106,3.0,XoxEVVf5Ci8nibQ-Q4P0nQ
chinese,23,3.5,f9_L7uj8IxUJXDvioHDXdw
chinese,10,4.0,y5-zJXjerIJXAyQ4LQ6x5Q
chinese,5,3.0,X_m7eCAdLRLlrxpIgjy5xg
chinese,112,4.0,bpeeh-kkay0ZE7mGXsCVKQ
chinese,3,4.5,kH_duDMclQNDlzfd701JzA
chinese,20,4.5,_eWN3zih_cnY0fiLWva9EA
chinese,348,3.5,l1nX-f46dmOEmYPoiuLSaw
chinese,236,3.0,ye-TSU-mu1Gd5TAJOpI5Mg
chinese,121,4.0,-xck-yYOqrSl8rGKCVsdGw
chinese,4,5.0,XDv71A1J3aIOu_W5sVzZ2w
chinese,186,4.0,6OWMji5GiqRlRPZSb1lJ4A
chinese,6,3.5,yNk043q6XT2HmiL_CcJqVQ
chinese,524,3.5,2eR8ftw-GiTEwg3Y7Rm-MA
chinese,243,4.0,yFub1BhKEP-W-_ZM3_nJoQ
chinese,11,4.5,410mrctS5pV7FQBSzcJSRg
chinese,139,4.0,YdAtCf_13UK-uvXuOMrhNg
chinese,11,3.0,AjZ9hwJRu77jgWIrnhsGcg
chinese,17,4.0,z6HMM_cSraJFkQFvSjWGDA
chinese,5,4.5,JDSHS13MmubKJg39xTBw-Q
chinese,40,3.5,0bM7u8ifFfXUnaybey3Yrg
chinese,24,4.0,VdNb9hmg9Fh_tbdS3qHVsw
chinese,31,2.0,Rb9M86u6jYQmX3ubZuP9jw
chinese,310,3.0,EF0O_YwVCuWioswtEMrjpg
japanese,19,3.0,ZF-pkWLcWEK3K3DXssFj8g
chinese,6,4.5,NLHHXy87krCnRGXkeLhmsw
chinese,88,3.0,BLYomPDQX5HkNWFJ2Lxfpg
chinese,421,4.0,MMotl_bi3-5JRra91A2jLA
chinese,32,4.0,eUFzb1iKTBlc-ScxSW6NCw
chinese,202,3.0,ku3TyaUBEkuQtQXKq80Zlg
chinese,28,4.0,MdD_PgW2A4XP1WMkHbOWng
chinese,20,3.5,OQ93Z1tAmdPqK7twEEvISA
chinese,15,4.0,LaBJkwwC1lrYtooJQkvh-A
chinese,8,3.0,_S1whhLT7Wn2x9awrP-Bug
chinese,2,4.0,dfm69NWJMqvLbQBKlaFd7w
chinese,358,3.0,eQKYZWnBjPUjINAnFmrmbA
chinese,11,4.0,K6JvBpyRN3JguAoRkiIhiQ
chinese,2,2.0,G6wcoOhRTdla2ymG8g7mcg
chinese,2,3.0,5rrGixafSO0bO42JEovuHQ
chinese,10,4.0,RaqtqQoaVbIRciHsolzT4A
chinese,24,4.5,rHg81VzTGVREMCfMmgYMog
chinese,17,3.5,4W26jwklGZblk6ZEyedyIQ
chinese,251,3.5,H89jrU17lNnguPaHbmzhAw
chinese,6,4.0,-krbXi1-XWrHoxz5_htSYQ
chinese,309,3.0,5uTJ_4fWfT1ImuwCLN9xGA
chinese,6,3.5,BNWGhin8qx0Uf3RDJr_Vnw
chinese,341,3.5,ePVlFbTzdVQFWie__kdplg
chinese,27,3.0,hQ1WItXONlYKd3yzDUPBYQ
chinese,10,3.5,23UKsvFdt2OIU87m6SLzGg
chinese,39,3.5,Gvg0ZLMsyZkLWHhT6uJs7w
chinese,71,3.5,oVdiFY9zSvgW0u-J0DoKbw
chinese,27,3.5,OX2B4KARPKNTxC39wpcqDA
chinese,35,3.5,ZyQfNryF0YBdzGnzLoVsWQ
chinese,55,4.0,K0qsGnFv-edPDqVBdLCocQ
chinese,499,3.5,rGmGim1ZDCxnF8n4NiKrYQ
chinese,34,4.0,poECelUuZjcM6xSlYjqxbw
chinese,5,3.0,j3SmAeDDPFTFGYYygNikDQ
chinese,155,3.5,u5-S5ElOzXnavuZ2gFsCpg
chinese,16,2.5,EPssbCqoPTIFzZf860lRFQ
chinese,4,4.0,vLPC4i4StmkyKLe2LrQX-A
chinese,1,4.0,gABJfl51T0QXitBlXlVB4g
chinese,12,4.0,a5Ei7GYvlXCDv-j3q1lBLg
chinese,23,4.0,zPK48x2wvTmJTQ_13bbeRQ
chinese,1,1.0,ZkTWkzVMLMWPuoDOidRghw
chinese,441,3.5,cn3JXMq29UfRkFCUD0Bhbw
chinese,9,3.5,WSLLDIbBDgIuG5MlV5eOCw
chinese,30,3.5,ziwipi8JK_ik4mLaw1fTGw
chinese,4,3.0,GNPXPY16-N9z7yZnzyBTeg
chinese,9,4.0,zdX9mwhoknXXYL1GCstnow
chinese,24,3.0,5z1CFWRQYu38S6UMIckT9Q
chinese,7,2.5,vTb88CPCZM_MnqyUTfJCIA
chinese,27,4.0,-P9Wu5pDLTpmV3QBxTSgYg
chinese,16,3.5,6KQ-jlXjOgb_uVeZxgimqQ
chinese,8,3.0,ZLOu3e4bQm6sXplI3b_94A
chinese,56,3.5,9gktK6DNHb3k0y-o6nP7pA
chinese,30,3.5,ayw4_D-wSCIr-xcJ3_aZ4A
chinese,36,3.0,y2M_wf_XnhMIFFJaeiMj5g
chinese,31,3.5,JDv_pfBjuaU3BR7GC6GxRQ
chinese,65,3.5,Wu9AymEM_RM2cnRPslVlIw
chinese,409,3.0,JaKLZrh1Y_2qB_0Gc3bk3A
chinese,11,3.0,cL1xI34MuSkAwKQWiv6ccw
chinese,3,4.0,PphgRM2pDtbAB6pBsU6r3Q
chinese,72,3.0,ybQV8joopvU1_gG2RwLRog
japanese,33,3.5,Mj4o7xAFTVm_uXTF3cZPAw
chinese,82,3.0,6Rw91YkOUCzkhvdThDUjFg
chinese,55,3.5,pMgk7E6bCG5Aj2sLuowobw
chinese,89,3.5,PGBHteqfNcTqesQFKqqdsg
chinese,45,3.5,ly02f_k_5VYnSTakZ_bxlw
chinese,51,3.5,4PG9npz7q_LP2H5LfDjWig
chinese,283,3.5,AgTj_2PYIKP519hexQCvCg
chinese,2,3.5,-wgk4_aG8U94UOvllJSsPA
chinese,7,2.5,mHoZXd8iKtNsKpJVtYjLHg
chinese,172,3.5,uXtaduMyk2oGdnHYR4ZafA
chinese,81,3.5,E1QQuFMX7DAEt8jV4attkA
chinese,14,3.0,ng1wpKuQOFjZNCOe5YTwHA
chinese,1,4.0,EdInlsBNsAjEA_W1eHojQw
chinese,100,3.5,_7rU61c3WTVfPS_-FNup8g
chinese,255,3.0,S-jThCG_S-7_xtm75nkB2Q
chinese,10,4.0,_Ffho72l_Dr9sJFiHdNmgA
chinese,89,3.0,GJZnf3B-ADjlCV1NXsHvGQ
chinese,1,4.0,SX6WD9yIj3jG6HlyzdYzRQ
chinese,186,3.0,Sj2StOWkhHIPE6_sS5RMCQ
chinese,5,2.5,D5PuTv7Z-CI62sjJbM2WRw
chinese,8,4.0,FEPObR6IYWOFapJDwFhGTA
chinese,9,4.0,4NCvsUR3cKLaPgIZJK622w
chinese,53,3.5,uR-MqserQgPRQK3aiP6WyQ
chinese,55,4.5,DjLxykRuP8OFtGtPPZpfdQ
chinese,84,3.5,bgnM6uy66zupYzb4QdL3vA
chinese,80,3.5,-4pRolL6EQddbv4iHrIZwQ
chinese,36,2.5,EL6Qg5LzrfhDFnF7MUfGLA
chinese,13,3.5,FMDglMusiejQeRC08mWljQ
chinese,38,3.0,LhBZsjkb6aKdLIq9w9_J2w
chinese,4,4.0,VrUqSxFaaFcN7T01pCCMwQ
chinese,176,3.0,dTZ-q8CwEDo9iVKM0tydnQ
chinese,17,2.5,IregrqaJgF9jEghC5yljFw
chinese,385,3.5,Qn-qGoIkj-9uApdxb_VTeA
chinese,140,3.0,WThqnTprg2txsVBt7D0Tkg
chinese,22,4.0,YfJZBmm9tfW--W_WIGReqA
chinese,2,3.0,A_CEd9I0te1uOgoFa6xUNA
chinese,6,4.0,DyflzWDsMKCXyFZibO-6fw
chinese,8,3.5,yl49QxoU_RDHR6wQy-j34Q
chinese,216,3.5,mDajKjZjRN4tVGEJFOgF9w
chinese,19,3.0,6jQeghOsz01An_5Pa_NafQ
chinese,389,3.5,9v-JAffC6qw8Xp67BICByQ
chinese,45,3.0,PVBrjYCe4OCXZMF0KE69jQ
japanese,239,3.5,UtrW_dBuT5aqxSzx0FUICQ
chinese,9,3.0,mvHWeaxuBg91tW1QB9GBcQ
chinese,183,3.5,AEkpyAGcVe5NgH2Nb7fCNQ
chinese,18,4.0,KNb3eY6QRTDBPcaWbww2Ag
chinese,51,3.5,2pnhIRBUw58PpN8CQEYiZA
chinese,106,3.0,dSaMEWm0EQTG4TOeUetU5w
chinese,11,4.5,l4fdf4e_xFvNnKqfdm3SLg
chinese,5,4.0,do4L5yWrrGPPZqVRZDcO2w
chinese,3,3.5,IaGX0YNKXneCsodZIPtXUA
chinese,25,3.0,xkYzEUPO6sR8bq5vWZSlpQ
chinese,252,3.5,PQ2ZlhuTlJpvMUgvsAwtmQ
chinese,12,3.5,OyUqDYNctt81gsNLvfHp5A
chinese,182,3.5,rhEfNtVrckQj-Ns44OBHgA
chinese,5,4.0,7Ap1bmY3u_uM9L63fy0g7A
chinese,6,4.5,Z263fPuSX3B3xNE7izgirw
chinese,15,4.0,E_V_pCjtbvdniE8ECOMg3Q
japanese,89,3.0,U0SmczzYhahOeRxftjBPSg
chinese,48,3.5,bTYUKs5ChOafHL2fNYzG7g
chinese,43,3.0,KUW8hx5kinOT_XJj3ttCDQ
chinese,62,3.0,kLSWg3Qa4ZpPdSW_3IkNpA
chinese,11,4.0,jMDVUAFawFCMkP3pAaIjpQ
chinese,10,3.5,4OGtGzKP6fvRu7MfQMRSEQ
newamerican,18,3.0,SSvIOFoNkq3ARqWo5PbYwg
chinese,102,3.0,hdiQrGDT8enOzpxaipBzNA
chinese,30,3.0,_PJ_XVxkiStr04GkpWXSVA
chinese,86,2.5,ggJ8NWu0augmwCdbJu1n8w
chinese,23,3.5,itpneDeppuRBH20x1XUlvw
chinese,214,3.5,IqbHVeqgewmbeSMXBhbqSw
chinese,40,2.5,pNyUHyOeYGdRAatIhfNr-A
chinese,8,4.0,iieHiReZ8XDDEy5qtukuVw
chinese,21,3.5,MEaT9f2B4F0gvXhCir9v4w
chinese,12,2.0,Wi367ViFEqzj_b308MqdOA
chinese,337,3.5,OvdCm3j_5HzItolfvwrEUA
chinese,8,4.5,ekXcaHSWrvmSQafJHIU-Dw
chinese,2,4.0,bGzptsMjHN5PMjzk1LfAAw
chinese,131,3.0,gj3TK9OEeXbb2-3Yp2Laxg
chinese,219,3.5,R3UNnA8EbjhNWBHS0wJ0VA
chinese,68,3.5,a1GTJ0bYuoc0gOjhCupBmw
chinese,16,2.5,8GzSQMppNh-DxVcJTV_imQ
chinese,23,3.0,5KDfEi17KRFD1TrzZyT4lQ
chinese,22,4.0,gP2ru9_58VN-4mZCOUxUfA
chinese,6,4.0,yyIw_wlW41BjrV2mJeN9bA
chinese,14,3.0,31Pd-W_2Iw3D0PF2F2EStA
chinese,1,4.0,G8X7pC73zCRUxRPo1ULnQA
chinese,3,4.5,31fcTAZjm1MG7abejOiI-Q
chinese,178,3.0,wCA2kvIfrkzhBQ225VKspA
chinese,188,3.0,fUhBM10aNrkVGvHJ2Hbhqw
chinese,106,3.0,rJeh77RIvtmISisvVoy6TA
chinese,24,3.5,FHLt23PczkrSKCnAFphC7g
chinese,97,3.5,U5dCWjAxrvLLMH1ErpGfvw
chinese,33,4.0,P6O2I3PbON26-P9Jhb7Q1A
japanese,49,3.5,-_fDmhClugYdfy19qcNQpw
chinese,9,3.5,Mbuoe3FiSWk4cZJnfR04dg
chinese,73,3.5,OQY_QgAYZhuNBsza2sl4YQ
chinese,445,3.5,B98cXrMI16HslKLqg6Nb9A
chinese,154,2.0,guNzdN2oPUYex1Am-VEnyw
chinese,53,3.5,5sG_S51rleFhCKLgQpXc_g
chinese,22,3.5,e-6UcplEErq2Hj14-eiM6Q
chinese,15,3.0,31yEM_YcyAqG6an7attTlg
chinese,6,2.5,Vohl3ETCdrG3y1NYBfjFaQ
chinese,2,4.5,fokOFw-fy2W5unBFwml2pg
chinese,12,3.0,er5IdZdfNkYsSigugyYvsw
chinese,46,3.0,k4Aoi0jXt6S3W_lxCYO9Qg
chinese,12,3.0,fzIj02-w9-9QpSwmWRz7bg
chinese,15,3.5,K4G4TnuWy9Br9u2sA4-zWA
chinese,11,3.0,YDuI3znqQrRd8-xPvyZqPg
chinese,68,4.0,i1eA3GawUFL-e_DbL_rg1w
chinese,8,3.5,TsMVempkt3ezkDYns1I0Ew
chinese,11,3.0,iSYKEShEasfzufru-d47Hg
chinese,106,3.5,WgzUkwQkKwraqNzbYDFgWQ
chinese,38,3.5,OfVP8lDL1Juk8b8Hlx7fQg
chinese,3,3.5,mbMchTP7rPYqz32g5oD3kQ
chinese,14,4.0,vWEdeCMkv93KzVzjKqdvBw
chinese,19,4.0,7yi9uA-LmrGpG6OOuK2byg
chinese,3,3.5,M1VHR29gMNs3EavDXdE_PA
chinese,1,2.0,GZyzXO-TaBdSUDJqKT1emA
chinese,415,3.0,EDLKX7cCxPbmbmo1XG3xJQ
chinese,157,3.0,lt3Leywt1pzy23OzDqYRVA
chinese,126,3.5,AolkHo3ct8gGBlyyOmAkOg
chinese,15,3.5,KQKSCG5Ex1OxGAyXkphvHg
chinese,94,3.0,5rX_7IkvFx5MKqS3ikQe3Q
chinese,52,3.5,njqbo43rFzj934E5eHbPCw
chinese,146,3.5,unz_YBwCWg-O5id5rxSyDA
chinese,4,4.0,SQ7JlFY3C7kKSFJLJHBPBg
chinese,6,3.0,0Kddr4YmZKS0qcQv_wOwWQ
chinese,61,4.0,6oQKDCJrgDffPKXPTPBXlA
chinese,35,3.5,vWEKZVPIYFewfqCOkkvVIQ
chinese,10,4.0,k21ee73OafH6IwGR-x1iCA
chinese,161,3.5,CKG7LVmSlvI93scyb1aVeg
chinese,5,4.0,aZMVSzm1ypJOkRsLVaMUVA
chinese,89,4.0,nrPfcOC4mGnEL-9CpoGhMg
chinese,32,3.5,d8wA3iuWvrs1slX1WHSV5g
chinese,8,4.0,d96mz4LOIiYLuYIyjbGAhg
chinese,70,3.5,zv3QIA-xGfegH9EGpxgriQ
chinese,24,4.0,1jtNrYktZpxCIXCc_1HsAA
chinese,23,3.5,LXRdRSqK7A0L_XlqNYarKQ
chinese,7,4.5,c2Io7q-9qu8jKCIlTWLqFA
chinese,413,3.5,Cd11Q5nxqthvg5xQx2SW2g
chinese,9,4.0,VKVKKCxE9aU6rgfGEkD0_A
chinese,15,3.5,1nE1Kh1NgbtfRKh5byGQkw
chinese,15,3.5,uaC_4pjwtdJ_SngBsJABHw
chinese,20,3.0,nrsWSUJdNtOhV2UzPi-oOQ
chinese,25,3.5,PBh9J_5HF8dtg2MTTUqVnw
chinese,14,3.5,vWSZB3lRQX4UAHbTjBILbg
chinese,13,3.0,Iclgb48aGzcuJTNbqUN4pQ
chinese,114,3.5,QBhHq4eN7rtFzmDUciVL-Q
chinese,9,3.0,Yr-PXzCkp06A53ApcpoyPA
chinese,4,2.0,WoZ9Kyv-HGW6pYhc5lPT7w
chinese,5,4.5,5J0lUZ3yyYM1QGohm-IvfA
chinese,174,3.5,jwKPVep2qZYBUA6SLLQPvg
chinese,1,4.0,GMAO0nrJ5ZddqyB95uDZWw
chinese,60,3.5,QGldR7s9_qV_35iGtkcNyA
chinese,9,4.0,PQSrlPW8BGZr8AsgCxVcWQ
chinese,8,4.0,EPRHd5uAUasTWlG5uzMp2A
chinese,108,3.5,lmiwPS9tl3cyMDGDeVstqQ
chinese,73,3.0,q4nXkBAk4zXtFkIIO231sQ
chinese,43,3.5,H7kT9MKx1i4VGruZc04ktg
chinese,2,4.0,RuvBqo2gYJXySBVjlpMIfA
chinese,19,4.0,oD0mN9vXuc1gFRyw1CG-Pw
chinese,50,3.5,Hlqadgkg87_ZJf2otxTNww
chinese,5,3.0,Pj7vKy-QJBwUokCMji2MZQ
chinese,9,2.0,y9qSocyLb4PsyAAcppjcUA
chinese,1,4.0,auC6JYtX3FpnD8LtMEZm4A
chinese,32,3.0,yvdaxotCYEt9HNt7GbERJw
chinese,111,4.0,3W6S2wraTAj5y4Cd8eQvvw
chinese,12,3.5,9aRUixGqy9wr581lF2rKMA
chinese,1,5.0,nVW33wQBSr9-mMhDWciw2w
chinese,43,3.5,w0pDi_iMZd5MqYQ7t5q1dQ
chinese,10,3.0,6Tz14_X7MCFKl0LK-65fnQ
chinese,9,4.0,DFxb7lZrcIHZ0ESK-0Zulg
chinese,79,2.0,hUtNR4grA0l1a1YeDb1kjQ
chinese,1,5.0,1TSZemRLLTEjsC-F6Uwfng
chinese,163,3.5,NmJ2xtfZrscfWB_a5wEbXQ
chinese,6,3.0,39YhdV_gyvxemOjvM3JAZQ
chinese,5,3.5,Fr77MgxrGCxOX_kFC__uQA
chinese,11,4.5,MHYj7JzC_qqlQ62T_OwD-g
chinese,37,3.5,IBMaz2RZPkU1Ng9b8A6ywg
chinese,13,3.5,Bu_tZ7DxR12e7KULo180lg
chinese,19,3.0,f1GV69Ya6hJWUIUeZuEQlQ
chinese,38,3.5,J2IJkTqn6RQh2n0yV1aiGQ
chinese,66,3.5,emaMBqN_eWu71rgnQEnG3g
chinese,3,4.5,4qR-Q4EQb2vXC62OZC6jdw
chinese,23,3.5,CIp4kHqtq7DLmbjjD155vQ
chinese,24,4.5,_4UvguU5z2hMsHXlYedFXw
chinese,128,3.0,WRRs3smfm6rHP5k4Slzr3w
chinese,124,3.5,LQ6x_oaOhRrlG9i8p-Fubw
chinese,6,4.0,B7dR05bIWJ6qgUYk5jvzYQ
chinese,22,3.5,h4co9O0SLuvhTtr_Cs9IIQ
chinese,5,4.5,6nvauDS1LzXU1CVweD8lKQ
chinese,10,3.0,oEyVPOn4fWzji74e6WlfPQ
chinese,18,4.0,k34VgKhpuIRPEr8vKSMwjA
chinese,5,3.0,H9pIiAUjalR1KQgQ7lDU-g
chinese,2,4.0,3qK7p7vhthzsUC0_aYTlrA
chinese,6,2.5,fVPF1SCGg37D8gRw1UQIuQ
chinese,1,4.0,CMPJF2i7jo6Qt9kD3K7ASQ
japanese,41,3.5,Sxpy4HvdiqTQt5BcplUAHg
chinese,80,3.5,YCen62jqSWhPOAorQjSZdQ
chinese,274,3.5,6dVXDdgzDEVt4DvHzpWo9w
chinese,29,2.5,__r8_g1cgDaiDn10cGeJ3Q
chinese,12,3.0,W3Q0wL1lymPkcdv143UO_Q
chinese,2,3.5,YwELGz23le-z2zQEr5ykrQ
chinese,26,2.0,aeFTs1CHzGiJzMOMGwN7RQ
chinese,69,4.5,Rw7uPD5ioDWowSwvGdd5Hg
japanese,15,3.5,E2qpRYXvqPWklaSOvdnO4A
chinese,39,3.5,Dh2I2jRTXE7oDCfuA9vCoQ
chinese,30,3.0,eTEbLjRuIdXcMJLVMlaSBA
chinese,96,3.5,ud5ZnsGKFsgw0KErntD2lA
chinese,7,3.0,ek5QcFdvioUbQMCvtOWYEg
chinese,28,2.0,kZQSQWuxSxrtR4r8TQC50w
chinese,75,3.5,TadRviRC9Z1WhgSsGi3Yow
chinese,90,3.5,dOxBYyxlZ2paUXE9vGis3Q
chinese,15,3.5,e1r5NNXmsCX7XGhJYzZtJA
chinese,1,4.0,2dsAuU5pVLB3QnuiCZoDeA
chinese,227,3.0,bK-Y2zCIMolqRDHsaYUCWA
chinese,16,3.5,a52GUjv7jYD3Baa0Ltbytw
chinese,20,3.5,YmEzlR2HHd2qDq3h6RxUtw
chinese,28,3.5,6t22uVBh30DFT88rQ5e95A
chinese,20,3.5,QQJsGwvd1jNqLTEPU9wzFw
chinese,152,3.0,sR-KTsDa4vafaDak9Ik2sQ
chinese,48,3.0,svvP8Thiit_8TX-Lfeecrw
chinese,1,5.0,LaFST4xx6mkCNKZ6U2JBUA
chinese,15,4.5,_F3jmjLn3PrOGNz7RuMPnw
chinese,14,4.0,CWJFr6vB_KXqaEg4iEW0zw
chinese,24,3.5,wkqE-uCft5yU1QMwZyrvsA
japanese,3,4.0,0jksmaH2Fiy3VTricU7g9A
chinese,4,4.0,OQz_k_yWmub01dPFISElLQ
chinese,308,3.5,n1elkLPlnQX_PArLvuVVIg
chinese,3,1.0,ZvwLDJZKiOYIG-gQ-C-DNQ
chinese,32,3.0,ZodRffm6pfjb6PPtvOZ5AQ
chinese,1,4.0,if59rbMD_wvjtGLSx6Butw
chinese,2,2.0,w9XKkKKT2LpmPmQsDoWcMw
chinese,138,3.5,YigPOZxASGQX1IniEyCp8g
chinese,34,3.0,h3yz3w8ke1jIaGnqGln93A
japanese,2,1.0,BGxPQKWgcNcFgn0sb9msLA
chinese,14,2.5,ji95gU2PjcRHFsaNQe6X1A
chinese,73,3.0,8Rx82sRLaWA8FgdUkW_HnA
chinese,27,4.0,euYzPWTvH9w9KC4wzhzGkQ
chinese,8,4.0,zBW83MXi_r2YQmTkwwbwFQ
chinese,15,3.5,2lJbbTUnkfdUIaeii7mx4Q
chinese,57,4.0,1HjbS4hWLeHEwpC4EuWKYw
chinese,14,3.0,AocrQdF6uHOIgoYvJ4Db8g
chinese,27,2.5,QgTR7mA2kd82KVrIJNuJ3A
chinese,1,3.0,ZqBD5rwnfCfMxF_-qmhMrw
chinese,18,4.0,5FbVGhTO8U4wh0AATsN9tA
chinese,365,3.5,RkcQl4uEJWblWf4xX8ssqQ
chinese,12,3.0,zqi2taRgN5VzkEMQGOMQHg
chinese,3,1.5,BrWHw6CcDPpU4pWRLLfYCw
chinese,2,3.0,1DcGp6YP0TR6CUIgHLJ-fQ
chinese,11,2.5,vgQS_pLd4AftB4RNVnyD-A
chinese,138,3.5,rL5F8YnQq9SY0hyece4W2w
chinese,2,3.0,-1Z8x9neivQtg5yJ5x0fng
chinese,1,4.0,XDboe1zVxSRRMgHObYULSA
chinese,41,3.0,RGHkyFGy1WKG4HgIWFxlxg
chinese,31,2.5,wtHvdNN_-O8D8t_04eyuPA
japanese,71,3.0,pmJqb7-EckluXUk6Rtml6A
chinese,21,3.0,BxrlnP4XQ9hmUkiMZLj9gQ
chinese,1,3.0,V41mH9Rb-uQbCunrI4t5VQ
japanese,13,3.5,-uuzJXVirnQlxHqeuqKY2Q
japanese,216,3.0,6ZUNlT0iiHUEwZ-46GQmrg
chinese,1,5.0,otHCuKbyQd9Ioc1yS9ORvQ
chinese,10,4.5,E1fFQqXuO2Ido9hGDmTbDg
chinese,12,3.5,Dj_ItL2pHLlOAUZ2oQBS8w
chinese,24,2.0,lBFq-P2OGDZy2aPEKgUMfg
chinese,8,3.5,5YbnCuCq3peyUXwlMIC-SQ
chinese,2,3.0,puiokkdAPrqzw10gJQPotQ
chinese,15,2.5,-WHFEUqFUr7xhEKTq5DIww
chinese,1,5.0,IQ5i53Mt-xFE73eJZZMt-A
chinese,8,4.0,-6KT1D508e6zvqHJvv4r2Q
chinese,21,2.5,pB_eYQKqczE--IOyGq_PVg
chinese,18,3.0,iygZyb8glwWAV897IVTvwQ
chinese,15,3.5,o9-x3CaEKn_QGxUjj4yowg
chinese,36,2.5,mbistxggGb_YbNCNwAW1AQ
chinese,15,3.5,YsDS48NcoyNEnXJGUiTNaQ
chinese,40,4.0,96D85AGxI37JNnveZbC6CA
chinese,6,3.5,KfSVmCd4uvqqMuZTlruQCQ
chinese,2,3.0,06FZ0-4mWsqU3Mmt5gIMiQ
chinese,18,3.0,Ro2uUG4FmvbHmPWBbj0QWQ
chinese,32,3.0,ECKMWJwm_sihRQIP1ydeOA
chinese,10,2.5,urgY8rqEwAr1cpQdoufKAA
chinese,21,3.0,BBTri0ccF_Va5aODuQOfOA
chinese,9,4.0,b03GEE_pYlLCdD6yShZKqw
chinese,23,3.0,hs1AoAY460RF076M4y6Vsw
chinese,16,3.0,XQe54YWdzQHCsxdDVEGLrA
chinese,16,3.0,9_R4c2O4EXqxaTaEHv8FoA
chinese,3,2.5,YO0bwysPk_gMCClZ_6AGIg
chinese,2,3.5,YZBXBB0M6JHtk_LNsraLpg
chinese,11,3.0,g2ymxufzvleJnTj3WGMmnw
chinese,124,3.0,rK9XW6F5Hk6IZT1oJAFwtA
chinese,13,4.0,CZc8HqioU9WFJcml530kmQ
chinese,9,2.5,y8ne7iE_HO1nnIU7HbdaiQ
chinese,178,3.0,Dj0jblwuWTftL1D7_Kun6Q
chinese,15,4.0,ENfB82aVceC3VcTfq54rxQ
chinese,22,4.0,QFOYvQK9y2jM7ue-DXkw2g
chinese,10,2.5,1K5MAzLczs_VxBrlFmiYhA
chinese,2,2.5,oJflky0tWbb6M_pcR8_PKg
chinese,166,3.0,nA0FWQ0jf9yOCeuBTERC_w
chinese,5,3.5,LflkBDk2-VlaUQ00MZbOQQ
mexican,15,2.5,b29OrtkUjhH16J6YiRSIdA
chinese,58,3.0,9j5r0NlYKRkBTVvnAcUcwg
chinese,21,2.5,F5T1HMAb5iRBFrIOcz7e3w
chinese,14,4.0,dSZH0XgoZ-AT0qezA9Xx-g
chinese,47,3.5,3NYQQckItp9l7GDzALw79w
chinese,16,3.5,yZBCm0u43u_eYoTBX3ro-w
chinese,4,3.5,u-YgSIYOJ14UvsHo5jlwhQ
